Language,subj,age,age_scaled,task,prompt,spanish,num_responses,response,correct,correct_either,wrong_adjacent,wrong_euc_dist
Shipibo,sh_37,9.7,1.2345945945945935,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Comprehension,Barin Poi,Mierda sol,1,320,1,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Comprehension,Joshin,Rojo,2,"245, 325",1,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Comprehension,Pei/Xo,Verde,2,"234, 1",0.5,0.5,0,75.71344992800157
Shipibo,sh_37,9.7,1.2345945945945935,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Comprehension,Yankon,Azul/Verde,4,"1, 234, 325, 320",1,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Production,1,Celeste,2,"Azul, Nai",0.5,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Production,234,Verde,2,"Verde, Yankon",0.5,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_37,9.7,1.2345945945945935,Production,320,Mierda sol,2,"Panshin, Barin Poi",0.5,0.5,0,61.75681419892059
Shipibo,sh_37,9.7,1.2345945945945935,Production,325,Morado,2,"Verde, Poa",0.5,0.5,,
Shipibo,sh_38,9.3,0.834594594594595,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_38,9.3,0.834594594594595,Comprehension,Barin Poi,Mierda sol,1,234,0,0,0,62.08941536204057
Shipibo,sh_38,9.3,0.834594594594595,Comprehension,Joshin,Rojo,2,"245, 297",0.5,0.5,1,93.1910736068643
Shipibo,sh_38,9.3,0.834594594594595,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_38,9.3,0.834594594594595,Comprehension,Nai,Celeste,1,234,0,0,0,75.71344992800157
Shipibo,sh_38,9.3,0.834594594594595,Comprehension,Panshin,Amarillo,1,320,0,0,0,61.75681419892059
Shipibo,sh_38,9.3,0.834594594594595,Comprehension,Pei/Xo,Verde,2,"312, 325",0,0,0,81.90873969556219
Shipibo,sh_38,9.3,0.834594594594595,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_38,9.3,0.834594594594595,Comprehension,Yankon,Azul/Verde,4,"320, 325, 234, 297",0.75,0.75,1,
Shipibo,sh_38,9.3,0.834594594594595,Production,1,Celeste,2,"Panshin, Yankon",0.5,0.5,0,150.06082933264096
Shipibo,sh_38,9.3,0.834594594594595,Production,234,Verde,1,Yankon,1,1,,
Shipibo,sh_38,9.3,0.834594594594595,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_38,9.3,0.834594594594595,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_38,9.3,0.834594594594595,Production,297,Amarillo,2,"Barin Poi, Yankon",0,0,0.5,61.75681419892059
Shipibo,sh_38,9.3,0.834594594594595,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_38,9.3,0.834594594594595,Production,320,Mierda sol,1,Yankon,1,1,,
Shipibo,sh_38,9.3,0.834594594594595,Production,325,Morado,1,Yankon,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Comprehension,Barin Poi,Mierda sol,1,320,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Comprehension,Joshin,Rojo,2,"245, 325",1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Comprehension,Pei/Xo,Verde,2,"234, 1",0.5,0.5,0,75.71344992800157
Shipibo,sh_39,7,-1.4654054054054058,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Comprehension,Yankon,Azul/Verde,4,"234, 325, 1, 320",1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Production,1,Celeste,1,Nai,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Production,234,Verde,1,Yankon,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Production,312,Negro,2,"Poa, Wiso",0.5,0.5,1,49.65288410555826
Shipibo,sh_39,7,-1.4654054054054058,Production,320,Mierda sol,1,Barin Poi,1,1,,
Shipibo,sh_39,7,-1.4654054054054058,Production,325,Morado,1,Poa,1,1,,
Shipibo,sh_4,7.3,-1.165405405405406,Comprehension,Ami/Poa,Morado,1,274,0,0,0,77.47574975435863
Shipibo,sh_4,7.3,-1.165405405405406,Comprehension,Barin Poi,Mierda sol,1,297,0,0,0,61.75681419892059
Shipibo,sh_4,7.3,-1.165405405405406,Comprehension,Joshin,Rojo,2,"1, 245",0.5,0.5,0,102.87037328599523
Shipibo,sh_4,7.3,-1.165405405405406,Comprehension,Joxo,Blanco,1,245,0,0,1,85.85165694382374
Shipibo,sh_4,7.3,-1.165405405405406,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_4,7.3,-1.165405405405406,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_4,7.3,-1.165405405405406,Comprehension,Pei/Xo,Verde,2,"325, 234",0.5,0.5,0,104.20868389918375
Shipibo,sh_4,7.3,-1.165405405405406,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_4,7.3,-1.165405405405406,Comprehension,Yankon,Azul/Verde,4,"234, 297, 320, 274",0.5,0.5,1,
Shipibo,sh_4,7.3,-1.165405405405406,Production,1,Celeste,1,Azul,0,1,,
Shipibo,sh_4,7.3,-1.165405405405406,Production,234,Verde,1,Verde,0,1,,
Shipibo,sh_4,7.3,-1.165405405405406,Production,245,Rojo,1,Rojo,0,1,,
Shipibo,sh_4,7.3,-1.165405405405406,Production,274,Blanco,1,Blanco,0,1,,
Shipibo,sh_4,7.3,-1.165405405405406,Production,297,Amarillo,1,Verde,0,0,,
Shipibo,sh_4,7.3,-1.165405405405406,Production,312,Negro,1,Negro,0,1,,
Shipibo,sh_4,7.3,-1.165405405405406,Production,320,Mierda sol,3,"Morado, Amarillo, Verde",0,0,,
Shipibo,sh_4,7.3,-1.165405405405406,Production,325,Morado,1,Morado,0,1,,
Shipibo,sh_40,7.5,-0.9654054054054058,Comprehension,Ami/Poa,Morado,1,312,0,0,1,49.65288410555826
Shipibo,sh_40,7.5,-0.9654054054054058,Comprehension,Barin Poi,Mierda sol,1,297,0,0,0,61.75681419892059
Shipibo,sh_40,7.5,-0.9654054054054058,Comprehension,Joshin,Rojo,2,"245, 297",0.5,0.5,1,93.1910736068643
Shipibo,sh_40,7.5,-0.9654054054054058,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_40,7.5,-0.9654054054054058,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_40,7.5,-0.9654054054054058,Comprehension,Panshin,Amarillo,1,320,0,0,0,61.75681419892059
Shipibo,sh_40,7.5,-0.9654054054054058,Comprehension,Pei/Xo,Verde,2,"234, 274",0.5,0.5,0,74.88113647641842
Shipibo,sh_40,7.5,-0.9654054054054058,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_40,7.5,-0.9654054054054058,Comprehension,Yankon,Azul/Verde,4,"325, 245, 297, 234",0.5,0.5,1,
Shipibo,sh_40,7.5,-0.9654054054054058,Production,1,Celeste,1,,0,0,,
Shipibo,sh_40,7.5,-0.9654054054054058,Production,234,Verde,1,,0,0,,
Shipibo,sh_40,7.5,-0.9654054054054058,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_40,7.5,-0.9654054054054058,Production,274,Blanco,2,"Nai, Joxo",0.5,0.5,0,49.223397891653114
Shipibo,sh_40,7.5,-0.9654054054054058,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_40,7.5,-0.9654054054054058,Production,312,Negro,2,"Marron, Wiso",0.5,0.5,,
Shipibo,sh_40,7.5,-0.9654054054054058,Production,320,Mierda sol,1,Panshin,0,0,0,61.75681419892059
Shipibo,sh_40,7.5,-0.9654054054054058,Production,325,Morado,1,,0,0,,
Shipibo,sh_41,8.2,-0.26540540540540647,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Comprehension,Barin Poi,Mierda sol,1,234,0,0,0,62.08941536204057
Shipibo,sh_41,8.2,-0.26540540540540647,Comprehension,Joshin,Rojo,2,"245, 325",1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Comprehension,Pei/Xo,Verde,2,"234, 320",0.5,0.5,0,62.08941536204057
Shipibo,sh_41,8.2,-0.26540540540540647,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Comprehension,Yankon,Azul/Verde,4,"234, 320, 1, 325",1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Production,1,Celeste,1,Nai,1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Production,234,Verde,1,Yankon,1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Production,320,Mierda sol,1,Yankon,1,1,,
Shipibo,sh_41,8.2,-0.26540540540540647,Production,325,Morado,2,"Violeta, Kari",0.5,1,,
Shipibo,sh_42,10,1.5345945945945942,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Comprehension,Barin Poi,Mierda sol,1,320,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Comprehension,Joshin,Rojo,2,"245, 325",1,1,,
Shipibo,sh_42,10,1.5345945945945942,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Comprehension,Pei/Xo,Verde,2,"320, 234",0.5,0.5,0,62.08941536204057
Shipibo,sh_42,10,1.5345945945945942,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Comprehension,Yankon,Azul/Verde,4,"234, 1, 325, 320",1,1,,
Shipibo,sh_42,10,1.5345945945945942,Production,1,Celeste,1,Nai,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Production,234,Verde,1,Yankon,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Production,320,Mierda sol,1,Barin Poi,1,1,,
Shipibo,sh_42,10,1.5345945945945942,Production,325,Morado,1,Poa,1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Comprehension,Barin Poi,Mierda sol,1,320,1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Comprehension,Joshin,Rojo,2,"245, 325",1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Comprehension,Pei/Xo,Verde,2,"320, 234",0.5,0.5,0,62.08941536204057
Shipibo,sh_43,8.5,0.03459459459459424,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Comprehension,Yankon,Azul/Verde,4,"234, 325, 1, 320",1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Production,1,Celeste,2,"Yankon, jene",0.5,0.5,,
Shipibo,sh_43,8.5,0.03459459459459424,Production,234,Verde,1,Yankon,1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_43,8.5,0.03459459459459424,Production,320,Mierda sol,2,"Naranja, Yankon",0.5,0.5,,
Shipibo,sh_43,8.5,0.03459459459459424,Production,325,Morado,3,"Kari, Naranja, Yankon",0.6666666666666666,0.6666666666666666,,
Shipibo,sh_44,6,-2.4654054054054058,Comprehension,Ami/Poa,Morado,1,234,0,0,0,104.20868389918375
Shipibo,sh_44,6,-2.4654054054054058,Comprehension,Barin Poi,Mierda sol,1,245,0,0,0,71.2641529803028
Shipibo,sh_44,6,-2.4654054054054058,Comprehension,Joshin,Rojo,2,"297, 274",0,0,1,89.52136527534401
Shipibo,sh_44,6,-2.4654054054054058,Comprehension,Joxo,Blanco,1,320,0,0,0,71.46716518793788
Shipibo,sh_44,6,-2.4654054054054058,Comprehension,Nai,Celeste,1,274,0,0,0,49.223397891653114
Shipibo,sh_44,6,-2.4654054054054058,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_44,6,-2.4654054054054058,Comprehension,Pei/Xo,Verde,2,"245, 1",0,0,0,94.78655194424024
Shipibo,sh_44,6,-2.4654054054054058,Comprehension,Wiso,Negro,1,234,0,0,0,59.60879549194061
Shipibo,sh_44,6,-2.4654054054054058,Comprehension,Yankon,Azul/Verde,4,"320, 325, 234, 312",0.75,0.75,1,
Shipibo,sh_44,6,-2.4654054054054058,Production,1,Celeste,2,"Joshin, Wiso",0,0,0,79.94411331518225
Shipibo,sh_44,6,-2.4654054054054058,Production,234,Verde,2,"Joxo, Wiso",0,0,0,67.24496598417952
Shipibo,sh_44,6,-2.4654054054054058,Production,245,Rojo,2,"Wiso, Joxo",0,0,1,79.36765780305277
Shipibo,sh_44,6,-2.4654054054054058,Production,274,Blanco,3,"Joshin, Wiso, Joxo",0.3333333333333333,0.3333333333333333,0.5,78.1958373321319
Shipibo,sh_44,6,-2.4654054054054058,Production,297,Amarillo,2,"Joxo, Wiso",0,0,0,117.42701469297222
Shipibo,sh_44,6,-2.4654054054054058,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_44,6,-2.4654054054054058,Production,320,Mierda sol,2,"Wiso, Joxo",0,0,0.5,69.32952952213276
Shipibo,sh_44,6,-2.4654054054054058,Production,325,Morado,2,"Joxo, Wiso",0,0,0.5,63.564316929958444
Shipibo,sh_45,10.6,2.134594594594594,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Comprehension,Barin Poi,Mierda sol,1,320,1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Comprehension,Joshin,Rojo,2,"245, 325",1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Comprehension,Pei/Xo,Verde,2,"234, 320",0.5,0.5,0,62.08941536204057
Shipibo,sh_45,10.6,2.134594594594594,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Comprehension,Yankon,Azul/Verde,4,"1, 234, 320, 325",1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Production,1,Celeste,2,"Yankon, Nai",1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Production,234,Verde,1,Yankon,1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_45,10.6,2.134594594594594,Production,320,Mierda sol,1,,0,0,,
Shipibo,sh_45,10.6,2.134594594594594,Production,325,Morado,2,"Violeta, Poa",0.5,1,,
Shipibo,sh_46,11,2.5345945945945942,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Comprehension,Barin Poi,Mierda sol,1,320,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Comprehension,Joshin,Rojo,2,"245, 325",1,1,,
Shipibo,sh_46,11,2.5345945945945942,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Comprehension,Pei/Xo,Verde,2,"234, 1",0.5,0.5,0,75.71344992800157
Shipibo,sh_46,11,2.5345945945945942,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Comprehension,Yankon,Azul/Verde,4,"1, 234, 325, 320",1,1,,
Shipibo,sh_46,11,2.5345945945945942,Production,1,Celeste,1,Nai,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Production,234,Verde,1,Yankon,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Production,320,Mierda sol,1,Barin Poi,1,1,,
Shipibo,sh_46,11,2.5345945945945942,Production,325,Morado,1,Poa,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Comprehension,Barin Poi,Mierda sol,1,320,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Comprehension,Joshin,Rojo,2,"245, 297",0.5,0.5,1,93.1910736068643
Shipibo,sh_47,9.4,0.9345945945945946,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Comprehension,Pei/Xo,Verde,2,"234, 1",0.5,0.5,0,75.71344992800157
Shipibo,sh_47,9.4,0.9345945945945946,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Comprehension,Yankon,Azul/Verde,4,"1, 234, 320, 325",1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Production,1,Celeste,3,"Barin Poi, Oxne, Yankon",0.3333333333333333,0.3333333333333333,0,98.427042015901307
Shipibo,sh_47,9.4,0.9345945945945946,Production,234,Verde,1,Yankon,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Production,320,Mierda sol,1,Barin Poi,1,1,,
Shipibo,sh_47,9.4,0.9345945945945946,Production,325,Morado,1,Poa,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Comprehension,Barin Poi,Mierda sol,1,320,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Comprehension,Joshin,Rojo,2,"245, 325",1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Comprehension,Pei/Xo,Verde,2,"234, 1",0.5,0.5,0,75.71344992800157
Shipibo,sh_48,11.7,3.2345945945945935,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Comprehension,Yankon,Azul/Verde,4,"1, 234, 320, 274",0.75,0.75,1,
Shipibo,sh_48,11.7,3.2345945945945935,Production,1,Celeste,1,Nai,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Production,234,Verde,1,Yankon,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Production,320,Mierda sol,1,Barin Poi,1,1,,
Shipibo,sh_48,11.7,3.2345945945945935,Production,325,Morado,1,Poa,1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Comprehension,Ami/Poa,Morado,1,1,0,0,0,58.349317905182055
Shipibo,sh_49,8.1,-0.3654054054054061,Comprehension,Barin Poi,Mierda sol,1,325,0,0,0,100.49231861192177
Shipibo,sh_49,8.1,-0.3654054054054061,Comprehension,Joshin,Rojo,2,"245, 325",1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Comprehension,Nai,Celeste,1,325,0,0,0,58.349317905182055
Shipibo,sh_49,8.1,-0.3654054054054061,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Comprehension,Pei/Xo,Verde,2,"320, 234",0.5,0.5,0,62.08941536204057
Shipibo,sh_49,8.1,-0.3654054054054061,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Comprehension,Yankon,Azul/Verde,4,"234, 1, 325, 320",1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Production,1,Celeste,2,"Yankon, Nai",1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Production,234,Verde,1,Yankon,1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Production,320,Mierda sol,1,Barin Poi,1,1,,
Shipibo,sh_49,8.1,-0.3654054054054061,Production,325,Morado,2,"Violeta, Nai",0,0.5,0,58.349317905182055
Shipibo,sh_5,7.8,-0.6654054054054059,Comprehension,Ami/Poa,Morado,1,320,0,0,0,100.49231861192177
Shipibo,sh_5,7.8,-0.6654054054054059,Comprehension,Barin Poi,Mierda sol,1,297,0,0,0,61.75681419892059
Shipibo,sh_5,7.8,-0.6654054054054059,Comprehension,Joshin,Rojo,2,"297, 245",0.5,0.5,1,93.1910736068643
Shipibo,sh_5,7.8,-0.6654054054054059,Comprehension,Joxo,Blanco,1,245,0,0,1,85.85165694382374
Shipibo,sh_5,7.8,-0.6654054054054059,Comprehension,Nai,Celeste,1,325,0,0,0,58.349317905182055
Shipibo,sh_5,7.8,-0.6654054054054059,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_5,7.8,-0.6654054054054059,Comprehension,Pei/Xo,Verde,2,"234, 274",0.5,0.5,0,74.88113647641842
Shipibo,sh_5,7.8,-0.6654054054054059,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_5,7.8,-0.6654054054054059,Comprehension,Yankon,Azul/Verde,4,"234, 274, 1, 245",0.5,0.5,1,
Shipibo,sh_5,7.8,-0.6654054054054059,Production,1,Celeste,1,nuve,0,0,,
Shipibo,sh_5,7.8,-0.6654054054054059,Production,234,Verde,1,Verde,0,1,,
Shipibo,sh_5,7.8,-0.6654054054054059,Production,245,Rojo,1,Rojo,0,1,,
Shipibo,sh_5,7.8,-0.6654054054054059,Production,274,Blanco,1,Blanco,0,1,,
Shipibo,sh_5,7.8,-0.6654054054054059,Production,297,Amarillo,2,"Amarillo, Panshin",0.5,1,,
Shipibo,sh_5,7.8,-0.6654054054054059,Production,312,Negro,1,Negro,0,1,,
Shipibo,sh_5,7.8,-0.6654054054054059,Production,320,Mierda sol,1,Panshin,0,0,0,61.75681419892059
Shipibo,sh_5,7.8,-0.6654054054054059,Production,325,Morado,1,Rojo,0,0,,
Shipibo,sh_50,8.7,0.23459459459459353,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Comprehension,Barin Poi,Mierda sol,1,320,1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Comprehension,Joshin,Rojo,2,"245, 297",0.5,0.5,1,93.1910736068643
Shipibo,sh_50,8.7,0.23459459459459353,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Comprehension,Panshin,Amarillo,1,297,1,1,,
