Language,subj,edad,género,lugar de grabación,grabación,fecha,age,task,prompt,age_interval,response_num,response,correct,spanish,adjacency,dist,correct_switch
Shipibo,sh_14,6,masculino,c.c.n.n. (bahuanisho),5,02/08/2017,6.3,Production,274,6,1,Joxo,1,Blanco,,,0
Shipibo,sh_14,6,masculino,c.c.n.n. (bahuanisho),5,02/08/2017,6.3,Production,234,6,1,Yankon,1,Verde,1,,0
Shipibo,sh_14,6,masculino,c.c.n.n. (bahuanisho),5,02/08/2017,6.3,Production,245,6,1,Yankon,0,Rojo,1,,0
Shipibo,sh_14,6,masculino,c.c.n.n. (bahuanisho),5,02/08/2017,6.3,Production,297,6,1,Joshin,0,Amarillo,1,93.1910736068643,0
Shipibo,sh_14,6,masculino,c.c.n.n. (bahuanisho),5,02/08/2017,6.3,Production,1,6,1,Yankon,1,Celeste,1,,0
Shipibo,sh_14,6,masculino,c.c.n.n. (bahuanisho),5,02/08/2017,6.3,Production,312,6,1,Wiso,1,Negro,,,0
Shipibo,sh_14,6,masculino,c.c.n.n. (bahuanisho),5,02/08/2017,6.3,Production,320,6,1,Barin Poi,1,Mierda sol,,,0
Shipibo,sh_14,6,masculino,c.c.n.n. (bahuanisho),5,02/08/2017,6.3,Production,325,6,1,Ami,1,Morado,,,0
Shipibo,sh_15,8,femenino,c.c.n.n. (bahuanisho),1,03/08/2017,8.4,Production,274,8,1,Joxo,1,Blanco,,,0
Shipibo,sh_15,8,femenino,c.c.n.n. (bahuanisho),1,03/08/2017,8.4,Production,234,8,1,Verde,0,Verde,,,1
Shipibo,sh_15,8,femenino,c.c.n.n. (bahuanisho),1,03/08/2017,8.4,Production,245,8,1,Joshin,1,Rojo,,,0
Shipibo,sh_15,8,femenino,c.c.n.n. (bahuanisho),1,03/08/2017,8.4,Production,297,8,1,Panshin,1,Amarillo,,,0
Shipibo,sh_15,8,femenino,c.c.n.n. (bahuanisho),1,03/08/2017,8.4,Production,1,8,1,Yankon,1,Celeste,1,,0
Shipibo,sh_15,8,femenino,c.c.n.n. (bahuanisho),1,03/08/2017,8.4,Production,312,8,1,Wiso,1,Negro,,,0
Shipibo,sh_15,8,femenino,c.c.n.n. (bahuanisho),1,03/08/2017,8.4,Production,320,8,1,Manxan,0,Mierda sol,0,,0
Shipibo,sh_15,8,femenino,c.c.n.n. (bahuanisho),1,03/08/2017,8.4,Production,325,8,1,Violeta,0,Morado,,,1
Shipibo,sh_16,7,femenino,c.c.n.n. (bahuanisho),2,03/08/2017,7.3,Production,274,7,1,Joxo,1,Blanco,,,0
Shipibo,sh_16,7,femenino,c.c.n.n. (bahuanisho),2,03/08/2017,7.3,Production,234,7,1,Yankon,1,Verde,1,,0
Shipibo,sh_16,7,femenino,c.c.n.n. (bahuanisho),2,03/08/2017,7.3,Production,245,7,1,Joshin,1,Rojo,,,0
Shipibo,sh_16,7,femenino,c.c.n.n. (bahuanisho),2,03/08/2017,7.3,Production,297,7,1,Panshin,1,Amarillo,,,0
Shipibo,sh_16,7,femenino,c.c.n.n. (bahuanisho),2,03/08/2017,7.3,Production,1,7,1,agna,0,Celeste,,,0
Shipibo,sh_16,7,femenino,c.c.n.n. (bahuanisho),2,03/08/2017,7.3,Production,312,7,1,Wiso,1,Negro,,,0
Shipibo,sh_16,7,femenino,c.c.n.n. (bahuanisho),2,03/08/2017,7.3,Production,320,7,1,Panshin,0,Mierda sol,0,61.75681419892059,0
Shipibo,sh_16,7,femenino,c.c.n.n. (bahuanisho),2,03/08/2017,7.3,Production,325,7,1,Violeta,0,Morado,,,1
Shipibo,sh_17,9,masculino,c.c.n.n. (bahuanisho),3,03/08/2017,9.3,Production,274,9,1,Joxo,1,Blanco,,,0
Shipibo,sh_17,9,masculino,c.c.n.n. (bahuanisho),3,03/08/2017,9.3,Production,234,9,1,Yankon,1,Verde,1,,0
Shipibo,sh_17,9,masculino,c.c.n.n. (bahuanisho),3,03/08/2017,9.3,Production,245,9,1,Joshin,1,Rojo,,,0
Shipibo,sh_17,9,masculino,c.c.n.n. (bahuanisho),3,03/08/2017,9.3,Production,297,9,1,Panshin,1,Amarillo,,,0
Shipibo,sh_17,9,masculino,c.c.n.n. (bahuanisho),3,03/08/2017,9.3,Production,1,9,1,Yankon,1,Celeste,1,,0
Shipibo,sh_17,9,masculino,c.c.n.n. (bahuanisho),3,03/08/2017,9.3,Production,312,9,1,Wiso,1,Negro,,,0
Shipibo,sh_17,9,masculino,c.c.n.n. (bahuanisho),3,03/08/2017,9.3,Production,320,9,1,Barin Poi,1,Mierda sol,,,0
Shipibo,sh_17,9,masculino,c.c.n.n. (bahuanisho),3,03/08/2017,9.3,Production,325,9,1,Violeta,0,Morado,,,1
Shipibo,sh_18,8,femenino,c.c.n.n. (bahuanisho),4,03/08/2017,8,Production,274,8,1,Joxo,1,Blanco,,,0
Shipibo,sh_18,8,femenino,c.c.n.n. (bahuanisho),4,03/08/2017,8,Production,234,8,1,Verde,0,Verde,,,1
Shipibo,sh_18,8,femenino,c.c.n.n. (bahuanisho),4,03/08/2017,8,Production,245,8,1,Rojo,0,Rojo,,,1
Shipibo,sh_18,8,femenino,c.c.n.n. (bahuanisho),4,03/08/2017,8,Production,297,8,1,Amarillo,0,Amarillo,,,1
Shipibo,sh_18,8,femenino,c.c.n.n. (bahuanisho),4,03/08/2017,8,Production,1,8,1,Celeste,0,Celeste,,,1
Shipibo,sh_18,8,femenino,c.c.n.n. (bahuanisho),4,03/08/2017,8,Production,312,8,1,Wiso,1,Negro,,,0
Shipibo,sh_18,8,femenino,c.c.n.n. (bahuanisho),4,03/08/2017,8,Production,320,8,1,Verde,0,Mierda sol,,,0
Shipibo,sh_18,8,femenino,c.c.n.n. (bahuanisho),4,03/08/2017,8,Production,325,8,1,Morado,0,Morado,,,1
Shipibo,sh_19,6,femenino,c.c.n.n. (bahuanisho),5,03/08/2017,6,Production,274,6,1,Joxo,1,Blanco,,,0
Shipibo,sh_19,6,femenino,c.c.n.n. (bahuanisho),5,03/08/2017,6,Production,234,6,1,Panshin,0,Verde,0,119.88323068719829,0
Shipibo,sh_19,6,femenino,c.c.n.n. (bahuanisho),5,03/08/2017,6,Production,245,6,1,Panshin,0,Rojo,1,93.1910736068643,0
Shipibo,sh_19,6,femenino,c.c.n.n. (bahuanisho),5,03/08/2017,6,Production,297,6,1,Joa,0,Amarillo,,,0
Shipibo,sh_19,6,femenino,c.c.n.n. (bahuanisho),5,03/08/2017,6,Production,1,6,1,Panshin,0,Celeste,0,150.06082933264096,0
Shipibo,sh_19,6,femenino,c.c.n.n. (bahuanisho),5,03/08/2017,6,Production,312,6,1,Wiso,1,Negro,,,0
Shipibo,sh_19,6,femenino,c.c.n.n. (bahuanisho),5,03/08/2017,6,Production,320,6,1,Pei,0,Mierda sol,0,62.08941536204057,0
Shipibo,sh_19,6,femenino,c.c.n.n. (bahuanisho),5,03/08/2017,6,Production,325,6,1,Panshin,0,Morado,0,146.31869463605804,0
Shipibo,sh_20,6,masculino,c.c.n.n. (bahuanisho),6,03/08/2017,6.6,Production,274,7,1,Joxo,1,Blanco,,,0
Shipibo,sh_20,6,masculino,c.c.n.n. (bahuanisho),6,03/08/2017,6.6,Production,234,7,1,Panshin,0,Verde,0,119.88323068719829,0
Shipibo,sh_20,6,masculino,c.c.n.n. (bahuanisho),6,03/08/2017,6.6,Production,245,7,1,Wiso,0,Rojo,1,72.88365866228177,0
Shipibo,sh_20,6,masculino,c.c.n.n. (bahuanisho),6,03/08/2017,6.6,Production,297,7,1,Verde,0,Amarillo,,,0
Shipibo,sh_20,6,masculino,c.c.n.n. (bahuanisho),6,03/08/2017,6.6,Production,1,7,1,Wiso,0,Celeste,0,57.01785334436926,0
Shipibo,sh_20,6,masculino,c.c.n.n. (bahuanisho),6,03/08/2017,6.6,Production,312,7,1,Marron,0,Negro,,,0
Shipibo,sh_20,6,masculino,c.c.n.n. (bahuanisho),6,03/08/2017,6.6,Production,320,7,1,Wiso,0,Mierda sol,1,67.19189385632764,0
Shipibo,sh_20,6,masculino,c.c.n.n. (bahuanisho),6,03/08/2017,6.6,Production,325,7,1,,,Morado,,,
Shipibo,sh_21,9,masculino,c.c.n.n. (bahuanisho),7,03/08/2017,9.5,Production,274,10,1,Joxo,1,Blanco,,,0
Shipibo,sh_21,9,masculino,c.c.n.n. (bahuanisho),7,03/08/2017,9.5,Production,234,10,1,Yankon,1,Verde,1,,0
Shipibo,sh_21,9,masculino,c.c.n.n. (bahuanisho),7,03/08/2017,9.5,Production,245,10,1,Joshin,1,Rojo,,,0
Shipibo,sh_21,9,masculino,c.c.n.n. (bahuanisho),7,03/08/2017,9.5,Production,297,10,1,Panshin,1,Amarillo,,,0
Shipibo,sh_21,9,masculino,c.c.n.n. (bahuanisho),7,03/08/2017,9.5,Production,1,10,1,Yankon,1,Celeste,1,,0
Shipibo,sh_21,9,masculino,c.c.n.n. (bahuanisho),7,03/08/2017,9.5,Production,312,10,1,Wiso,1,Negro,,,0
Shipibo,sh_21,9,masculino,c.c.n.n. (bahuanisho),7,03/08/2017,9.5,Production,320,10,1,,0,Mierda sol,,,0
Shipibo,sh_21,9,masculino,c.c.n.n. (bahuanisho),7,03/08/2017,9.5,Production,325,10,1,Azul,0,Morado,,,0
Shipibo,sh_22,7,femenino,c.c.n.n. (bahuanisho),8,03/08/2017,7.8,Production,274,8,1,Joxo,1,Blanco,,,0
Shipibo,sh_22,7,femenino,c.c.n.n. (bahuanisho),8,03/08/2017,7.8,Production,234,8,1,Yankon,1,Verde,1,,0
Shipibo,sh_22,7,femenino,c.c.n.n. (bahuanisho),8,03/08/2017,7.8,Production,245,8,1,Joshin,1,Rojo,,,0
Shipibo,sh_22,7,femenino,c.c.n.n. (bahuanisho),8,03/08/2017,7.8,Production,297,8,1,Panshin,1,Amarillo,,,0
Shipibo,sh_22,7,femenino,c.c.n.n. (bahuanisho),8,03/08/2017,7.8,Production,1,8,1,Nai,1,Celeste,,,0
Shipibo,sh_22,7,femenino,c.c.n.n. (bahuanisho),8,03/08/2017,7.8,Production,312,8,1,Wiso,1,Negro,,,0
Shipibo,sh_22,7,femenino,c.c.n.n. (bahuanisho),8,03/08/2017,7.8,Production,320,8,1,Barin Poi,1,Mierda sol,,,0
Shipibo,sh_22,7,femenino,c.c.n.n. (bahuanisho),8,03/08/2017,7.8,Production,325,8,1,Poa,1,Morado,,,0
Shipibo,sh_23,8,femenino,c.c.n.n. (bahuanisho),9,03/08/2017,8.1,Production,274,8,1,Joxo,1,Blanco,,,0
Shipibo,sh_23,8,femenino,c.c.n.n. (bahuanisho),9,03/08/2017,8.1,Production,234,8,1,Yankon,1,Verde,1,,0
Shipibo,sh_23,8,femenino,c.c.n.n. (bahuanisho),9,03/08/2017,8.1,Production,245,8,1,Joshin,1,Rojo,,,0
Shipibo,sh_23,8,femenino,c.c.n.n. (bahuanisho),9,03/08/2017,8.1,Production,297,8,1,Panshin,1,Amarillo,,,0
Shipibo,sh_23,8,femenino,c.c.n.n. (bahuanisho),9,03/08/2017,8.1,Production,1,8,1,unpax,0,Celeste,,,0
Shipibo,sh_23,8,femenino,c.c.n.n. (bahuanisho),9,03/08/2017,8.1,Production,312,8,1,Wiso,1,Negro,,,0
Shipibo,sh_23,8,femenino,c.c.n.n. (bahuanisho),9,03/08/2017,8.1,Production,320,8,1,Barin Poi,1,Mierda sol,,,0
Shipibo,sh_23,8,femenino,c.c.n.n. (bahuanisho),9,03/08/2017,8.1,Production,325,8,1,Violeta,0,Morado,,,1
Shipibo,sh_24,7,femenino,c.c.n.n. (bahuanisho),10,03/08/2017,7.7,Production,274,8,1,Joxo,1,Blanco,,,0
Shipibo,sh_24,7,femenino,c.c.n.n. (bahuanisho),10,03/08/2017,7.7,Production,234,8,1,Yankon,1,Verde,1,,0
Shipibo,sh_24,7,femenino,c.c.n.n. (bahuanisho),10,03/08/2017,7.7,Production,245,8,1,Joshin,1,Rojo,,,0
Shipibo,sh_24,7,femenino,c.c.n.n. (bahuanisho),10,03/08/2017,7.7,Production,297,8,1,Panshin,1,Amarillo,,,0
Shipibo,sh_24,7,femenino,c.c.n.n. (bahuanisho),10,03/08/2017,7.7,Production,1,8,1,unpasx,0,Celeste,,,0
Shipibo,sh_24,7,femenino,c.c.n.n. (bahuanisho),10,03/08/2017,7.7,Production,312,8,1,Wiso,1,Negro,,,0
Shipibo,sh_24,7,femenino,c.c.n.n. (bahuanisho),10,03/08/2017,7.7,Production,320,8,1,Barin Poi,1,Mierda sol,,,0
Shipibo,sh_24,7,femenino,c.c.n.n. (bahuanisho),10,03/08/2017,7.7,Production,325,8,1,Kari,1,Morado,1,,0
Shipibo,sh_25,9,femenino,c.c.n.n. (bahuanisho),11,03/08/2017,9.7,Production,274,10,1,Joxo,1,Blanco,,,0
Shipibo,sh_25,9,femenino,c.c.n.n. (bahuanisho),11,03/08/2017,9.7,Production,234,10,1,Yankon,1,Verde,1,,0
Shipibo,sh_25,9,femenino,c.c.n.n. (bahuanisho),11,03/08/2017,9.7,Production,245,10,1,Joshin,1,Rojo,,,0
Shipibo,sh_25,9,femenino,c.c.n.n. (bahuanisho),11,03/08/2017,9.7,Production,297,10,1,Panshin,1,Amarillo,,,0
Shipibo,sh_25,9,femenino,c.c.n.n. (bahuanisho),11,03/08/2017,9.7,Production,1,10,1,Yankon,1,Celeste,1,,0
Shipibo,sh_25,9,femenino,c.c.n.n. (bahuanisho),11,03/08/2017,9.7,Production,312,10,1,Wiso,1,Negro,,,0
Shipibo,sh_25,9,femenino,c.c.n.n. (bahuanisho),11,03/08/2017,9.7,Production,320,10,1,Yankon,1,Mierda sol,1,,0
Shipibo,sh_25,9,femenino,c.c.n.n. (bahuanisho),11,03/08/2017,9.7,Production,325,10,1,Violeta,0,Morado,,,1
Shipibo,sh_26,8,femenino,c.c.n.n. (bahuanisho),12,03/08/2017,8.5,Production,274,8,1,Joxo,1,Blanco,,,0
Shipibo,sh_26,8,femenino,c.c.n.n. (bahuanisho),12,03/08/2017,8.5,Production,234,8,1,Yankon,1,Verde,1,,0
Shipibo,sh_26,8,femenino,c.c.n.n. (bahuanisho),12,03/08/2017,8.5,Production,245,8,1,Joshin,1,Rojo,,,0
Shipibo,sh_26,8,femenino,c.c.n.n. (bahuanisho),12,03/08/2017,8.5,Production,297,8,1,Panshin,1,Amarillo,,,0
Shipibo,sh_26,8,femenino,c.c.n.n. (bahuanisho),12,03/08/2017,8.5,Production,1,8,1,Verde,0,Celeste,,,0
Shipibo,sh_26,8,femenino,c.c.n.n. (bahuanisho),12,03/08/2017,8.5,Production,312,8,1,Wiso,1,Negro,,,0
Shipibo,sh_26,8,femenino,c.c.n.n. (bahuanisho),12,03/08/2017,8.5,Production,320,8,1,barrinpui jisa,0,Mierda sol,,,0
Shipibo,sh_26,8,femenino,c.c.n.n. (bahuanisho),12,03/08/2017,8.5,Production,325,8,1,Amarillo,0,Morado,,,0
Shipibo,sh_27,5,femenino,c.c.n.n. (bahuanisho),13,03/08/2017,5.4,Production,274,5,1,Joxo,1,Blanco,,,0
Shipibo,sh_27,5,femenino,c.c.n.n. (bahuanisho),13,03/08/2017,5.4,Production,234,5,1,Joshin,0,Verde,0,113.85965396047891,0
Shipibo,sh_27,5,femenino,c.c.n.n. (bahuanisho),13,03/08/2017,5.4,Production,245,5,1,Joshin,1,Rojo,,,0
Shipibo,sh_27,5,femenino,c.c.n.n. (bahuanisho),13,03/08/2017,5.4,Production,297,5,1,Rojo,0,Amarillo,,,0
Shipibo,sh_27,5,femenino,c.c.n.n. (bahuanisho),13,03/08/2017,5.4,Production,1,5,1,Nai,1,Celeste,,,0
Shipibo,sh_27,5,femenino,c.c.n.n. (bahuanisho),13,03/08/2017,5.4,Production,312,5,1,Verde,0,Negro,,,0
Shipibo,sh_27,5,femenino,c.c.n.n. (bahuanisho),13,03/08/2017,5.4,Production,320,5,1,Barin Poi,1,Mierda sol,,,0
Shipibo,sh_27,5,femenino,c.c.n.n. (bahuanisho),13,03/08/2017,5.4,Production,325,5,1,Joxo,0,Morado,0,77.47574975435863,0
Shipibo,sh_28,5,femenino,c.c.n.n. (bahuanisho),14,03/08/2017,5.5,Production,274,6,1,Joxo,1,Blanco,,,0
Shipibo,sh_28,5,femenino,c.c.n.n. (bahuanisho),14,03/08/2017,5.5,Production,234,6,1,mancoapei,0,Verde,,,0
Shipibo,sh_28,5,femenino,c.c.n.n. (bahuanisho),14,03/08/2017,5.5,Production,245,6,1,Joshin,1,Rojo,,,0
Shipibo,sh_28,5,femenino,c.c.n.n. (bahuanisho),14,03/08/2017,5.5,Production,297,6,1,Barin Poi,0,Amarillo,0,61.75681419892059,0
Shipibo,sh_28,5,femenino,c.c.n.n. (bahuanisho),14,03/08/2017,5.5,Production,1,6,1,jenekeska,0,Celeste,,,0
Shipibo,sh_28,5,femenino,c.c.n.n. (bahuanisho),14,03/08/2017,5.5,Production,312,6,1,Wiso,1,Negro,,,0
Shipibo,sh_28,5,femenino,c.c.n.n. (bahuanisho),14,03/08/2017,5.5,Production,320,6,1,Verde,0,Mierda sol,,,0
Shipibo,sh_28,5,femenino,c.c.n.n. (bahuanisho),14,03/08/2017,5.5,Production,325,6,1,,,Morado,,,
Shipibo,sh_29,8 or 9,femenino,c.c.n.n. (bahuanisho),15,03/08/2017,9,Production,274,9,1,Joxo,1,Blanco,,,0
Shipibo,sh_29,8 or 9,femenino,c.c.n.n. (bahuanisho),15,03/08/2017,9,Production,234,9,1,Yankon,1,Verde,1,,0
Shipibo,sh_29,8 or 9,femenino,c.c.n.n. (bahuanisho),15,03/08/2017,9,Production,245,9,1,Joshin,1,Rojo,,,0
Shipibo,sh_29,8 or 9,femenino,c.c.n.n. (bahuanisho),15,03/08/2017,9,Production,297,9,1,Panshin,1,Amarillo,,,0
Shipibo,sh_29,8 or 9,femenino,c.c.n.n. (bahuanisho),15,03/08/2017,9,Production,1,9,1,,0,Celeste,,,
Shipibo,sh_29,8 or 9,femenino,c.c.n.n. (bahuanisho),15,03/08/2017,9,Production,312,9,1,Wiso,1,Negro,,,0
Shipibo,sh_29,8 or 9,femenino,c.c.n.n. (bahuanisho),15,03/08/2017,9,Production,320,9,1,Yankon,1,Mierda sol,1,,0
Shipibo,sh_29,8 or 9,femenino,c.c.n.n. (bahuanisho),15,03/08/2017,9,Production,325,9,1,,,Morado,,,
Shipibo,sh_30,7 or 8,femenino,c.c.n.n. (bahuanisho),16,03/08/2017,8,Production,274,8,1,Amarillo,0,Blanco,,,0
Shipibo,sh_30,7 or 8,femenino,c.c.n.n. (bahuanisho),16,03/08/2017,8,Production,234,8,1,Rojo,0,Verde,,,0
Shipibo,sh_30,7 or 8,femenino,c.c.n.n. (bahuanisho),16,03/08/2017,8,Production,245,8,1,Panshin,0,Rojo,1,93.1910736068643,0
Shipibo,sh_30,7 or 8,femenino,c.c.n.n. (bahuanisho),16,03/08/2017,8,Production,297,8,1,Panshin,1,Amarillo,,,0
Shipibo,sh_30,7 or 8,femenino,c.c.n.n. (bahuanisho),16,03/08/2017,8,Production,1,8,1,agur,0,Celeste,,,0
Shipibo,sh_30,7 or 8,femenino,c.c.n.n. (bahuanisho),16,03/08/2017,8,Production,312,8,1,Wiso,1,Negro,,,0
Shipibo,sh_30,7 or 8,femenino,c.c.n.n. (bahuanisho),16,03/08/2017,8,Production,320,8,1,,0,Mierda sol,,,0
Shipibo,sh_30,7 or 8,femenino,c.c.n.n. (bahuanisho),16,03/08/2017,8,Production,325,8,1,Panshin,0,Morado,0,146.31869463605804,0
Shipibo,sh_31,8,femenino,c.c.n.n. (bahuanisho),17,03/08/2017,7.9,Production,274,8,1,Joxo,1,Blanco,,,0
Shipibo,sh_31,8,femenino,c.c.n.n. (bahuanisho),17,03/08/2017,7.9,Production,234,8,1,Verde,0,Verde,,,1
Shipibo,sh_31,8,femenino,c.c.n.n. (bahuanisho),17,03/08/2017,7.9,Production,245,8,1,Joshin,1,Rojo,,,0
Shipibo,sh_31,8,femenino,c.c.n.n. (bahuanisho),17,03/08/2017,7.9,Production,297,8,1,Naranja,0,Amarillo,,,0
Shipibo,sh_31,8,femenino,c.c.n.n. (bahuanisho),17,03/08/2017,7.9,Production,1,8,1,agur,0,Celeste,,,0
Shipibo,sh_31,8,femenino,c.c.n.n. (bahuanisho),17,03/08/2017,7.9,Production,312,8,1,Wiso,1,Negro,,,0
Shipibo,sh_31,8,femenino,c.c.n.n. (bahuanisho),17,03/08/2017,7.9,Production,320,8,1,Verde,0,Mierda sol,,,0
Shipibo,sh_31,8,femenino,c.c.n.n. (bahuanisho),17,03/08/2017,7.9,Production,325,8,1,Violeta,0,Morado,,,1
Shipibo,sh_32,8,femenino,c.c.n.n. (bahuanisho),18,03/08/2017,8,Production,274,8,1,Joxo,1,Blanco,,,0
Shipibo,sh_32,8,femenino,c.c.n.n. (bahuanisho),18,03/08/2017,8,Production,234,8,1,Yankon,1,Verde,1,,0
Shipibo,sh_32,8,femenino,c.c.n.n. (bahuanisho),18,03/08/2017,8,Production,245,8,1,Joshin,1,Rojo,,,0
Shipibo,sh_32,8,femenino,c.c.n.n. (bahuanisho),18,03/08/2017,8,Production,297,8,1,Panshin,1,Amarillo,,,0
Shipibo,sh_32,8,femenino,c.c.n.n. (bahuanisho),18,03/08/2017,8,Production,1,8,1,,0,Celeste,,,
Shipibo,sh_32,8,femenino,c.c.n.n. (bahuanisho),18,03/08/2017,8,Production,312,8,1,Wiso,1,Negro,,,0
Shipibo,sh_32,8,femenino,c.c.n.n. (bahuanisho),18,03/08/2017,8,Production,320,8,1,,0,Mierda sol,,,0
Shipibo,sh_32,8,femenino,c.c.n.n. (bahuanisho),18,03/08/2017,8,Production,325,8,1,,,Morado,,,
Shipibo,sh_33,11,masculino,c.c.n.n. (bahuanisho),19,03/08/2017,11.1,Production,274,11,1,Joxo,1,Blanco,,,0
Shipibo,sh_33,11,masculino,c.c.n.n. (bahuanisho),19,03/08/2017,11.1,Production,234,11,1,Yankon,1,Verde,1,,0
Shipibo,sh_33,11,masculino,c.c.n.n. (bahuanisho),19,03/08/2017,11.1,Production,245,11,1,Joshin,1,Rojo,,,0
Shipibo,sh_33,11,masculino,c.c.n.n. (bahuanisho),19,03/08/2017,11.1,Production,297,11,1,Panshin,1,Amarillo,,,0
Shipibo,sh_33,11,masculino,c.c.n.n. (bahuanisho),19,03/08/2017,11.1,Production,1,11,1,,0,Celeste,,,
Shipibo,sh_33,11,masculino,c.c.n.n. (bahuanisho),19,03/08/2017,11.1,Production,312,11,1,Wiso,1,Negro,,,0
Shipibo,sh_33,11,masculino,c.c.n.n. (bahuanisho),19,03/08/2017,11.1,Production,320,11,1,Marron,0,Mierda sol,,,0
Shipibo,sh_33,11,masculino,c.c.n.n. (bahuanisho),19,03/08/2017,11.1,Production,325,11,1,Violeta,0,Morado,,,1
Shipibo,sh_34,11,femenino,c.c.n.n. (bahuanisho),20,03/08/2017,11,Production,274,11,1,Joxo,1,Blanco,,,0
Shipibo,sh_34,11,femenino,c.c.n.n. (bahuanisho),20,03/08/2017,11,Production,234,11,1,Yankon,1,Verde,1,,0
Shipibo,sh_34,11,femenino,c.c.n.n. (bahuanisho),20,03/08/2017,11,Production,245,11,1,Joshin,1,Rojo,,,0
Shipibo,sh_34,11,femenino,c.c.n.n. (bahuanisho),20,03/08/2017,11,Production,297,11,1,Panshin,1,Amarillo,,,0
Shipibo,sh_34,11,femenino,c.c.n.n. (bahuanisho),20,03/08/2017,11,Production,1,11,1,Azul,0,Celeste,,,1
Shipibo,sh_34,11,femenino,c.c.n.n. (bahuanisho),20,03/08/2017,11,Production,312,11,1,Wiso,1,Negro,,,0
Shipibo,sh_34,11,femenino,c.c.n.n. (bahuanisho),20,03/08/2017,11,Production,320,11,1,Yankon,1,Mierda sol,1,,0
Shipibo,sh_34,11,femenino,c.c.n.n. (bahuanisho),20,03/08/2017,11,Production,325,11,1,Violeta,0,Morado,,,1
Shipibo,sh_35,7,femenino,c.c.n.n. (bahuanisho),21,03/08/2017,7.5,Production,274,8,1,Joxo,1,Blanco,,,0
Shipibo,sh_35,7,femenino,c.c.n.n. (bahuanisho),21,03/08/2017,7.5,Production,234,8,1,Yankon,1,Verde,1,,0
Shipibo,sh_35,7,femenino,c.c.n.n. (bahuanisho),21,03/08/2017,7.5,Production,245,8,1,Joshin,1,Rojo,,,0
Shipibo,sh_35,7,femenino,c.c.n.n. (bahuanisho),21,03/08/2017,7.5,Production,297,8,1,Panshin,1,Amarillo,,,0
Shipibo,sh_35,7,femenino,c.c.n.n. (bahuanisho),21,03/08/2017,7.5,Production,1,8,1,agua,0,Celeste,,,0
Shipibo,sh_35,7,femenino,c.c.n.n. (bahuanisho),21,03/08/2017,7.5,Production,312,8,1,Wiso,1,Negro,,,0
Shipibo,sh_35,7,femenino,c.c.n.n. (bahuanisho),21,03/08/2017,7.5,Production,320,8,1,Panshin,0,Mierda sol,0,61.75681419892059,0
Shipibo,sh_35,7,femenino,c.c.n.n. (bahuanisho),21,03/08/2017,7.5,Production,325,8,1,Violeta,0,Morado,,,1
Shipibo,sh_36,8,masculino,c.c.n.n. (bahuanisho),22,03/08/2017,8.7,Production,274,9,1,Joxo,1,Blanco,,,0
Shipibo,sh_36,8,masculino,c.c.n.n. (bahuanisho),22,03/08/2017,8.7,Production,234,9,1,Yankon,1,Verde,1,,0
Shipibo,sh_36,8,masculino,c.c.n.n. (bahuanisho),22,03/08/2017,8.7,Production,245,9,1,Joshin,1,Rojo,,,0
Shipibo,sh_36,8,masculino,c.c.n.n. (bahuanisho),22,03/08/2017,8.7,Production,297,9,1,Panshin,1,Amarillo,,,0
Shipibo,sh_36,8,masculino,c.c.n.n. (bahuanisho),22,03/08/2017,8.7,Production,1,9,1,Nai,1,Celeste,,,0
Shipibo,sh_36,8,masculino,c.c.n.n. (bahuanisho),22,03/08/2017,8.7,Production,312,9,1,Wiso,1,Negro,,,0
Shipibo,sh_36,8,masculino,c.c.n.n. (bahuanisho),22,03/08/2017,8.7,Production,320,9,1,Barin Poi,1,Mierda sol,,,0
Shipibo,sh_36,8,masculino,c.c.n.n. (bahuanisho),22,03/08/2017,8.7,Production,325,9,1,Poa,1,Morado,,,0
Shipibo,sh_37,9,femenino,c.c.n.n. (bahuanisho),23,03/08/2017,9.7,Production,274,10,1,Joxo,1,Blanco,,,0
Shipibo,sh_37,9,femenino,c.c.n.n. (bahuanisho),23,03/08/2017,9.7,Production,234,10,1,Verde,0,Verde,,,1
Shipibo,sh_37,9,femenino,c.c.n.n. (bahuanisho),23,03/08/2017,9.7,Production,245,10,1,Joshin,1,Rojo,,,0
Shipibo,sh_37,9,femenino,c.c.n.n. (bahuanisho),23,03/08/2017,9.7,Production,297,10,1,Panshin,1,Amarillo,,,0
Shipibo,sh_37,9,femenino,c.c.n.n. (bahuanisho),23,03/08/2017,9.7,Production,1,10,1,Azul,0,Celeste,,,1
Shipibo,sh_37,9,femenino,c.c.n.n. (bahuanisho),23,03/08/2017,9.7,Production,312,10,1,Wiso,1,Negro,,,0
Shipibo,sh_37,9,femenino,c.c.n.n. (bahuanisho),23,03/08/2017,9.7,Production,320,10,1,Panshin,0,Mierda sol,0,61.75681419892059,0
Shipibo,sh_37,9,femenino,c.c.n.n. (bahuanisho),23,03/08/2017,9.7,Production,325,10,1,Verde,0,Morado,,,0
Shipibo,sh_38,8,femenino,c.c.n.n. (bahuanisho),24,03/08/2017,9.3,Production,274,9,1,Joxo,1,Blanco,,,0
Shipibo,sh_38,8,femenino,c.c.n.n. (bahuanisho),24,03/08/2017,9.3,Production,234,9,1,Yankon,1,Verde,1,,0
Shipibo,sh_38,8,femenino,c.c.n.n. (bahuanisho),24,03/08/2017,9.3,Production,245,9,1,Joshin,1,Rojo,,,0
